Reference Company,Security Description,Trade Date,Ask,Bid,Close
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/2/20,6.725,6.425,6.575
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/3/20,6.912,6.563,6.738
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/4/20,7.125,6.825,6.975
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/7/20,7.363,7.063,7.213
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/8/20,7,6.7,6.85
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/9/20,6.713,6.412,6.563
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/10/20,6.925,6.625,6.775
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/11/20,7.05,6.75,6.9
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/14/20,7.037,6.738,6.887
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/15/20,6.988,6.688,6.838
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/16/20,6.762,6.463,6.613
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/17/20,6.8,6.5,6.65
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/18/20,6.7,6.45,6.575
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/21/20,7.25,6.9,7.075
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/22/20,7,6.7,6.85
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/23/20,6.813,6.512,6.662
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/24/20,6.725,6.425,6.575
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/25/20,6.75,6.45,6.6
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/28/20,6.8,6.5,6.65
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/29/20,6.75,6.45,6.6
CAD1MO=R,US Dollar/Canadian Dollar 1 Month ATM Option,12/30/20,7.063,6.713,6.888
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,11/30/20,6.7,6.4,6.55
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/1/20,6.7,6.4,6.55
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/2/20,6.863,6.563,6.713
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/3/20,6.95,6.65,6.8
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/4/20,7.3,7,7.15
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/7/20,7.375,7.075,7.225
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/8/20,7.05,6.75,6.9
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/9/20,6.9,6.6,6.75
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/10/20,6.938,6.688,6.813
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/11/20,7.175,6.875,7.025
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/14/20,7.235,6.935,7.085
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/15/20,7.125,6.825,6.975
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/16/20,6.912,6.613,6.762
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/17/20,6.925,6.725,6.825
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/18/20,7,6.75,6.875
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/21/20,7.2,6.9,7.05
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/22/20,6.912,6.613,6.762
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/23/20,6.8,6.5,6.65
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/24/20,6.75,6.45,6.6
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/25/20,6.762,6.463,6.613
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/28/20,6.775,6.475,6.625
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/29/20,6.725,6.425,6.575
CAD2MO=R,US Dollar/Canadian Dollar 2 Month ATM Option,12/30/20,6.925,6.575,6.75
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,11/30/20,6.613,6.313,6.463
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/1/20,6.625,6.325,6.475
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/2/20,6.775,6.475,6.625
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/3/20,6.9,6.6,6.75
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/4/20,7.188,6.887,7.037
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/7/20,7.275,6.975,7.125
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/8/20,6.95,6.65,6.8
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/9/20,6.85,6.55,6.7
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/10/20,6.925,6.625,6.775
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/11/20,7.125,6.825,6.975
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/14/20,7.173,6.872,7.023
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/15/20,7.075,6.775,6.925
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/16/20,6.95,6.65,6.8
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/17/20,6.988,6.787,6.887
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/18/20,7.1,6.85,6.975
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/21/20,7.275,6.975,7.125
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/22/20,7,6.7,6.85
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/23/20,6.95,6.65,6.8
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/24/20,6.85,6.55,6.7
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/25/20,6.875,6.575,6.725
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/28/20,6.85,6.55,6.7
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/29/20,6.738,6.438,6.588
CAD3MO=R,US Dollar/Canadian Dollar 3 Month ATM Option,12/30/20,6.875,6.525,6.7
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,11/30/20,6.575,6.325,6.45
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/1/20,6.625,6.375,6.5
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/2/20,6.75,6.5,6.625
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/3/20,6.875,6.575,6.725
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/4/20,7.075,6.825,6.95
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/7/20,7.115,6.865,6.99
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/8/20,6.9,6.65,6.775
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/9/20,6.875,6.575,6.725
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/10/20,6.95,6.7,6.825
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/11/20,7.063,6.813,6.938
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/14/20,7.1,6.85,6.975
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/15/20,7.05,6.8,6.925
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/16/20,6.95,6.7,6.825
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/17/20,6.975,6.775,6.875
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/18/20,7.075,6.825,6.95
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/21/20,7.15,6.9,7.025
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/22/20,7,6.75,6.875
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/23/20,6.93,6.63,6.78
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/24/20,6.813,6.512,6.662
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/25/20,6.825,6.525,6.675
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/28/20,6.95,6.35,6.65
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/29/20,6.713,6.463,6.588
CAD6MO=R,US Dollar/Canadian Dollar 6 Month ATM Option,12/30/20,6.813,6.512,6.662
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,11/30/20,6.563,6.313,6.438
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/1/20,6.65,6.4,6.525
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/2/20,6.7,6.5,6.6
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/3/20,6.85,6.55,6.7
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/4/20,7.05,6.8,6.925
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/7/20,7.177,6.727,6.952
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/8/20,6.885,6.685,6.785
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/9/20,6.9,6.6,6.75
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/10/20,6.95,6.7,6.825
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/11/20,7.063,6.813,6.938
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/14/20,7.035,6.785,6.91
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/15/20,7.025,6.775,6.9
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/16/20,6.975,6.725,6.85
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/17/20,6.975,6.775,6.875
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/18/20,7,6.8,6.9
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/21/20,7.125,6.825,6.975
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/22/20,6.975,6.675,6.825
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/23/20,6.925,6.675,6.8
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/24/20,6.83,6.58,6.705
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/25/20,6.85,6.55,6.7
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/28/20,6.965,6.365,6.665
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/29/20,6.75,6.5,6.625
CAD9MO=R,US Dollar/Canadian Dollar 9 Month ATM Option,12/30/20,6.825,6.525,6.675
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,11/30/20,6.665,6.265,6.465
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/1/20,6.675,6.425,6.55
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/2/20,6.7,6.5,6.6
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/3/20,6.8,6.55,6.675
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/4/20,7,6.75,6.875
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/7/20,7.225,6.625,6.925
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/8/20,6.85,6.6,6.725
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/9/20,6.85,6.65,6.75
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/10/20,6.975,6.675,6.825
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/11/20,7.025,6.775,6.9
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/14/20,7.048,6.747,6.898
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/15/20,7,6.75,6.875
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/16/20,6.975,6.725,6.85
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/17/20,6.988,6.787,6.887
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/18/20,6.925,6.775,6.85
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/21/20,7.1,6.8,6.95
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/22/20,6.988,6.688,6.838
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/23/20,6.95,6.65,6.8
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/24/20,6.85,6.55,6.7
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/25/20,6.825,6.575,6.7
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/28/20,6.925,6.375,6.65
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/29/20,6.725,6.475,6.6
CAD1YO=R,US Dollar/Canadian Dollar 1 Year ATM Option,12/30/20,6.8,6.5,6.65
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,11/30/20,7.05,6.55,6.8
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/1/20,7.125,6.675,6.9
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/2/20,7.175,6.725,6.95
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/3/20,7.325,6.825,7.075
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/4/20,7.425,7.025,7.225
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/7/20,7.47,6.97,7.22
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/8/20,7.275,6.875,7.075
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/9/20,7.325,6.775,7.05
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/10/20,7.4,6.85,7.125
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/11/20,7.5,6.95,7.225
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/14/20,7.48,6.93,7.205
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/15/20,7.425,7.025,7.225
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/16/20,7.4,6.95,7.175
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/17/20,7.403,6.952,7.177
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/18/20,7.45,6.95,7.2
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/21/20,7.537,6.988,7.262
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/22/20,7.4,6.85,7.125
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/23/20,7.35,6.85,7.1
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/24/20,7.238,6.738,6.988
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/25/20,7.25,6.75,7
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/28/20,7.3,6.65,6.975
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/29/20,7.175,6.675,6.925
CAD2YO=R,US Dollar/Canadian Dollar 2 Year ATM Option,12/30/20,7.275,6.675,6.975
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,11/30/20,8.834,6.34,7.587
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/1/20,8.327,5.834,7.08
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/2/20,8.739,6.246,7.493
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/3/20,9.185,6.692,7.938
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/4/20,9.519,7.026,8.273
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/7/20,9.907,7.415,8.661
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/8/20,8.433,5.94,7.186
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/9/20,7.878,5.384,6.631
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/10/20,8.983,6.49,7.736
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/11/20,9.42,6.927,8.173
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/14/20,10.529,4.693,7.611
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/15/20,8.445,5.952,7.198
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/16/20,8.079,5.585,6.832
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/17/20,7.952,5.458,6.705
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/18/20,7.545,5.05,6.297
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/21/20,7.691,5.195,6.443
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/22/20,6.979,4.483,5.731
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/23/20,6.614,4.118,5.366
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/24/20,6.733,4.237,5.485
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/25/20,6.658,4.162,5.41
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/28/20,6.557,4.061,5.309
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/29/20,6.829,4.326,5.577
CAD10PSW=R,US Dollar/Canadian Dollar Spot Week 10 Delta Put,12/30/20,10.141,4.355,7.248
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,11/30/20,7.257,6.262,6.759
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/1/20,7.352,6.355,6.853
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/2/20,7.508,6.512,7.01
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/3/20,7.702,6.706,7.204
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/4/20,7.92,6.926,7.423
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/7/20,8.27,7.275,7.773
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/8/20,7.72,6.724,7.222
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/9/20,7.408,6.412,6.91
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/10/20,7.701,6.706,7.203
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/11/20,7.761,6.766,7.264
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/14/20,7.755,6.749,7.252
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/15/20,7.607,6.612,7.11
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/16/20,7.446,6.45,6.948
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/17/20,7.483,6.488,6.985
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/18/20,7.432,6.437,6.935
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/21/20,7.906,6.911,7.408
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/22/20,7.655,6.66,7.157
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/23/20,7.487,6.492,6.99
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/24/20,7.406,6.411,6.909
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/25/20,7.456,6.461,6.958
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/28/20,7.517,6.522,7.02
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/29/20,7.555,6.262,6.908
CAD10P1M=R,US Dollar/Canadian Dollar 1 Month 10 Delta Put,12/30/20,7.843,6.55,7.196
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,11/30/20,7.205,6.459,6.832
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/1/20,7.325,6.578,6.952
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/2/20,7.512,6.766,7.139
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/3/20,7.606,6.86,7.233
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/4/20,8.023,7.278,7.651
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/7/20,8.162,7.417,7.789
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/8/20,7.691,6.945,7.318
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/9/20,7.529,6.783,7.156
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/10/20,7.649,6.903,7.276
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/11/20,7.809,7.064,7.437
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/14/20,8.01,7.06,7.535
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/15/20,7.73,6.983,7.356
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/16/20,7.553,6.808,7.181
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/17/20,7.617,6.871,7.244
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/18/20,7.666,6.92,7.293
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/21/20,7.828,7.082,7.455
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/22/20,7.521,6.776,7.148
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/23/20,7.448,6.702,7.075
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/24/20,7.379,6.633,7.006
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/25/20,7.423,6.678,7.05
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/28/20,7.443,6.694,7.069
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/29/20,7.423,6.479,6.951
CAD10P2M=R,US Dollar/Canadian Dollar 2 Month 10 Delta Put,12/30/20,7.616,6.672,7.144
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,11/30/20,7.269,6.424,6.847
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/1/20,7.376,6.532,6.954
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/2/20,7.545,6.702,7.123
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/3/20,7.699,6.855,7.277
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/4/20,8.019,7.176,7.597
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/7/20,8.1,7.258,7.679
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/8/20,7.891,6.753,7.322
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/9/20,7.613,6.77,7.191
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/10/20,7.707,6.864,7.285
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/11/20,7.869,7.026,7.448
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/14/20,8.058,7.116,7.587
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/15/20,7.845,7.002,7.423
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/16/20,7.751,6.907,7.329
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/17/20,7.838,6.994,7.416
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/18/20,7.926,7.082,7.504
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/21/20,8.05,7.206,7.628
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/22/20,7.737,6.893,7.315
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/23/20,7.706,6.862,7.284
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/24/20,7.632,6.789,7.21
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/25/20,7.664,6.821,7.242
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/28/20,7.664,6.82,7.242
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/29/20,7.513,6.62,7.067
CAD10P3M=R,US Dollar/Canadian Dollar 3 Month 10 Delta Put,12/30/20,7.637,6.744,7.191
CAD10P6M=R,US Dollar/Canadian Dollar 6 Month 10 Delta Put,11/30/20,7.472,6.436,6.954
CAD10P6M=R,US Dollar/Canadian Dollar 6 Month 10 Delta Put,12/1/20,7.457,6.764,7.111
CAD10P6M=R,US Dollar/Canadian Dollar 6 Month 10 Delta Put,12/2/20,7.595,6.901,7.248
CAD10P6M=R,US Dollar/Canadian Dollar 6 Month 10 Delta Put,12/3/20,7.695,7.002,7.349
CAD10P6M=R,US Dollar/Canadian Dollar 6 Month 10 Delta Put,12/4/20,7.943,7.252,7.597
CAD10P6M=R,US Dollar/Canadian Dollar 6 Month 10 Delta Put,12/7/20,7.928,7.236,7.582
CAD10P6M=R,US Dollar/Canadian Dollar 6 Month 10 Delta Put,12/8/20,7.718,7.026,7.372
CAD10P6M=R,US Dollar/Canadian Dollar 6 Month 10 Delta Put,12/9/20,7.68,6.988,7.334
CAD10P6M=R,US Dollar/Canadian Dollar 6 Month 10 Delta Put,12/10/20,7.78,7.088,7.434
CAD10P6M=R,US Dollar/Canadian Dollar 6 Month 10 Delta Put,12/11/20,7.879,7.187,7.533
