Reference Company,Security Description,Trade Date,Ask,Bid,Close
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/2/20,6.5,6.3,6.4
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/3/20,6.675,6.425,6.55
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/4/20,6.525,6.275,6.4
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/7/20,6.675,6.425,6.55
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/8/20,6.64,6.39,6.515
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/9/20,6.525,6.275,6.4
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/10/20,6.525,6.325,6.425
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/11/20,6.65,6.4,6.525
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/14/20,6.65,6.4,6.525
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/15/20,6.637,6.387,6.512
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/16/20,6.59,6.39,6.49
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/17/20,6.875,6.675,6.775
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/18/20,6.912,6.662,6.787
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/21/20,7.05,6.8,6.925
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/22/20,6.925,6.675,6.8
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/23/20,6.738,6.488,6.613
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/24/20,6.575,6.325,6.45
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/25/20,6.55,6.35,6.45
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/28/20,6.575,6.325,6.45
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/29/20,6.55,6.2,6.375
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/30/20,6.675,6.425,6.55
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,11/30/20,6.675,6.475,6.575
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/1/20,6.637,6.438,6.537
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/2/20,6.753,6.552,6.653
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/3/20,6.923,6.673,6.798
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/4/20,6.813,6.563,6.688
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/7/20,6.865,6.615,6.74
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/8/20,6.825,6.575,6.7
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/9/20,6.815,6.565,6.69
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/10/20,6.775,6.575,6.675
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/11/20,6.892,6.693,6.793
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/14/20,6.863,6.613,6.738
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/15/20,6.925,6.675,6.8
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/16/20,6.863,6.662,6.762
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/17/20,7.025,6.825,6.925
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/18/20,7.075,6.825,6.95
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/21/20,7.15,6.9,7.025
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/22/20,7.1,6.85,6.975
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/23/20,6.925,6.675,6.8
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/24/20,6.825,6.575,6.7
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/25/20,6.85,6.6,6.725
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/28/20,6.875,6.525,6.7
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/29/20,6.825,6.475,6.65
JPY6MO=R,US Dollar/Japanese Yen 6 Month ATM Option,12/30/20,6.875,6.625,6.75
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,11/30/20,6.875,6.575,6.725
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/1/20,6.813,6.613,6.713
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/2/20,6.905,6.705,6.805
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/3/20,7.073,6.823,6.948
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/4/20,7,6.7,6.85
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/7/20,7.02,6.77,6.895
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/8/20,6.981,6.731,6.856
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/9/20,6.918,6.767,6.843
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/10/20,6.93,6.73,6.83
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/11/20,6.943,6.793,6.868
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/14/20,7.09,6.74,6.915
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/15/20,7.023,6.773,6.898
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/16/20,7.03,6.78,6.905
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/17/20,7.108,6.907,7.008
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/18/20,7.088,6.938,7.013
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/21/20,7.225,6.975,7.1
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/22/20,7.225,6.875,7.05
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/23/20,7.065,6.815,6.94
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/24/20,6.975,6.725,6.85
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/25/20,6.925,6.725,6.825
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/28/20,7,6.65,6.825
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/29/20,6.975,6.625,6.8
JPY9MO=R,US Dollar/Japanese Yen 9 Month ATM Option,12/30/20,6.994,6.694,6.844
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,11/30/20,6.955,6.655,6.805
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/1/20,6.912,6.713,6.813
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/2/20,6.95,6.8,6.875
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/3/20,7.162,6.912,7.037
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/4/20,7.05,6.75,6.9
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/7/20,7.09,6.79,6.94
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/8/20,7.037,6.887,6.962
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/9/20,7.012,6.813,6.912
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/10/20,7.012,6.863,6.938
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/11/20,7.15,6.95,7.05
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/14/20,7.1,6.85,6.975
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/15/20,7.075,6.875,6.975
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/16/20,7.075,6.925,7
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/17/20,7.175,6.975,7.075
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/18/20,7.2,6.95,7.075
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/21/20,7.275,7.025,7.15
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/22/20,7.25,7,7.125
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/23/20,7.13,6.88,7.005
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/24/20,7.125,6.875,7
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/25/20,7.075,6.875,6.975
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/28/20,7.1,6.75,6.925
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/29/20,7,6.65,6.825
JPY1YO=R,US Dollar/Japanese Yen 1 Year ATM Option,12/30/20,7.125,6.875,7
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,11/30/20,7.075,6.825,6.95
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/1/20,7,6.8,6.9
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/2/20,7.05,6.85,6.95
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/3/20,7.25,6.95,7.1
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/4/20,7.175,6.975,7.075
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/7/20,7.325,6.975,7.15
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/8/20,7.14,6.94,7.04
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/9/20,7.125,6.875,7
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/10/20,7.1,6.9,7
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/11/20,7.175,6.975,7.075
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/14/20,7.2,6.9,7.05
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/15/20,7.17,6.92,7.045
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/16/20,7.2,7,7.1
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/17/20,7.255,7.055,7.155
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/18/20,7.3,7.05,7.175
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/21/20,7.35,7.1,7.225
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/22/20,7.375,7.125,7.25
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/23/20,7.2,7,7.1
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/24/20,7.175,6.975,7.075
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/25/20,7.2,6.9,7.05
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/28/20,7.225,6.925,7.075
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/29/20,7.175,6.875,7.025
JPY2YO=R,US Dollar/Japanese Yen 2 Year ATM Option,12/30/20,7.2,6.95,7.075
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,11/30/20,7.131,5.483,6.307
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/1/20,6.975,5.328,6.151
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/2/20,7.535,5.888,6.712
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/3/20,8,6.354,7.177
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/4/20,7.318,5.671,6.494
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/7/20,7.796,5.399,6.598
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/8/20,7.392,5.745,6.569
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/9/20,7.304,5.657,6.481
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/10/20,7.826,6.179,7.002
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/11/20,8.271,6.624,7.448
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/14/20,8.488,6.037,7.262
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/15/20,8.009,6.361,7.185
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/16/20,7.815,6.168,6.992
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/17/20,8.567,6.921,7.744
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/18/20,7.552,5.905,6.728
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/21/20,7.479,5.83,6.654
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/22/20,6.867,5.22,6.044
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/23/20,6.628,4.981,5.804
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/24/20,6.143,4.495,5.319
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/25/20,6.025,4.377,5.201
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/28/20,6.606,4.16,5.383
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/29/20,6.244,4.596,5.42
JPY10PSW=R,US Dollar/Japanese Yen Spot Week 10 Delta Put,12/30/20,8.091,6.444,7.268
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,11/30/20,7.268,6.469,6.869
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/1/20,7.147,6.498,6.822
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/2/20,7.287,6.638,6.963
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/3/20,7.461,6.814,7.138
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/4/20,7.206,6.559,6.882
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/7/20,7.953,7.006,7.48
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/8/20,7.753,7.105,7.429
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/9/20,7.603,6.955,7.279
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/10/20,7.48,6.833,7.157
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/11/20,7.715,7.068,7.392
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/14/20,8.062,7.114,7.588
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/15/20,7.965,7.316,7.64
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/16/20,7.867,7.219,7.543
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/17/20,8.116,7.468,7.792
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/18/20,8,7.352,7.676
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/21/20,8.447,7.799,8.123
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/22/20,8.184,7.535,7.86
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/23/20,7.89,7.242,7.566
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/24/20,7.549,6.901,7.225
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/25/20,7.613,6.965,7.289
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/28/20,7.702,7.054,7.378
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/29/20,7.685,7.038,7.362
JPY10P1M=R,US Dollar/Japanese Yen 1 Month 10 Delta Put,12/30/20,8.069,7.421,7.745
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,11/30/20,7.981,7.383,7.682
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/1/20,8.004,7.159,7.581
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/2/20,8.2,7.355,7.777
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/3/20,8.528,7.685,8.106
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/4/20,8.319,7.476,7.898
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/7/20,8.711,7.369,8.04
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/8/20,8.318,7.474,7.896
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/9/20,8.296,7.452,7.874
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/10/20,8.371,7.528,7.949
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/11/20,8.469,7.626,8.048
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/14/20,8.397,7.799,8.098
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/15/20,8.452,7.606,8.029
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/16/20,8.428,7.584,8.006
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/17/20,8.768,7.925,8.347
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/18/20,8.732,7.888,8.31
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/21/20,8.963,8.118,8.54
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/22/20,8.783,7.938,8.361
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/23/20,8.521,7.676,8.099
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/24/20,8.249,7.404,7.826
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/25/20,8.235,7.39,7.812
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/28/20,8.331,7.486,7.909
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/29/20,8.133,7.289,7.711
JPY10P2M=R,US Dollar/Japanese Yen 2 Month 10 Delta Put,12/30/20,8.431,7.587,8.009
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,11/30/20,8.329,7.68,8.004
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/1/20,8.342,7.549,7.945
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/2/20,8.556,7.763,8.16
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/3/20,8.775,7.984,8.38
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/4/20,8.633,7.841,8.237
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/7/20,8.81,8.013,8.411
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/8/20,8.863,7.825,8.344
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/9/20,8.736,7.698,8.217
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/10/20,8.627,7.835,8.231
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/11/20,8.751,7.959,8.355
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/14/20,8.802,8.009,8.405
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/15/20,8.809,8.015,8.412
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/16/20,8.804,8.011,8.407
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/17/20,9.09,8.299,8.695
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/18/20,9.119,8.327,8.723
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/21/20,9.283,8.49,8.887
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/22/20,9.113,8.32,8.716
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/23/20,8.91,8.118,8.514
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/24/20,8.722,7.929,8.325
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/25/20,8.703,7.91,8.307
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/28/20,8.578,8.031,8.304
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/29/20,8.629,7.836,8.233
JPY10P3M=R,US Dollar/Japanese Yen 3 Month 10 Delta Put,12/30/20,8.867,8.074,8.47
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,11/30/20,8.969,8.175,8.572
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/1/20,9.1,8.262,8.681
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/2/20,9.177,8.339,8.758
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/3/20,9.376,8.541,8.959
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/4/20,9.33,8.495,8.912
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/7/20,9.315,8.567,8.941
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/8/20,9.325,8.487,8.906
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/9/20,9.28,8.445,8.863
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/10/20,9.298,8.463,8.881
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/11/20,9.45,8.612,9.031
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/14/20,9.367,8.529,8.948
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/15/20,9.47,8.634,9.052
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/16/20,9.483,8.647,9.065
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/17/20,9.643,8.808,9.226
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/18/20,9.726,8.891,9.309
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/21/20,9.739,8.901,9.32
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/22/20,9.655,8.818,9.237
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/23/20,9.455,8.617,9.036
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/24/20,9.345,8.507,8.926
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/25/20,9.382,8.545,8.963
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/28/20,9.344,8.507,8.926
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/29/20,9.281,8.443,8.862
JPY10P6M=R,US Dollar/Japanese Yen 6 Month 10 Delta Put,12/30/20,9.419,8.581,9
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,11/30/20,9.27,8.428,8.849
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/1/20,9.424,8.589,9.006
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/2/20,9.589,8.754,9.172
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/3/20,9.736,8.906,9.321
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/4/20,9.622,8.79,9.206
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/7/20,9.692,8.86,9.276
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/8/20,9.654,8.819,9.237
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/9/20,9.629,8.794,9.211
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/10/20,9.603,8.768,9.185
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/11/20,9.63,8.795,9.212
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/14/20,9.756,8.775,9.266
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/15/20,9.686,8.852,9.269
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/16/20,9.757,8.926,9.342
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/17/20,9.859,9.029,9.444
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/18/20,9.894,9.059,9.476
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/21/20,9.97,9.136,9.553
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/22/20,9.893,9.059,9.476
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/23/20,9.821,8.986,9.403
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/24/20,9.733,8.899,9.316
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/25/20,9.633,8.798,9.216
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/28/20,9.619,8.786,9.202
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/29/20,9.583,8.749,9.166
JPY10P9M=R,US Dollar/Japanese Yen 9 Month 10 Delta Put,12/30/20,9.614,8.779,9.196
JPY10P1Y=R,US Dollar/Japanese Yen 1 Year 10 Delta Put,11/30/20,9.652,8.871,9.261
JPY10P1Y=R,US Dollar/Japanese Yen 1 Year 10 Delta Put,12/1/20,9.868,8.795,9.331
JPY10P1Y=R,US Dollar/Japanese Yen 1 Year 10 Delta Put,12/2/20,10.01,8.938,9.474
JPY10P1Y=R,US Dollar/Japanese Yen 1 Year 10 Delta Put,12/3/20,10.137,9.065,9.601
JPY10P1Y=R,US Dollar/Japanese Yen 1 Year 10 Delta Put,12/4/20,9.988,8.917,9.453
JPY10P1Y=R,US Dollar/Japanese Yen 1 Year 10 Delta Put,12/7/20,10.062,8.986,9.524
JPY10P1Y=R,US Dollar/Japanese Yen 1 Year 10 Delta Put,12/8/20,10.083,9.011,9.547
JPY10P1Y=R,US Dollar/Japanese Yen 1 Year 10 Delta Put,12/9/20,9.856,9.029,9.442
JPY10P1Y=R,US Dollar/Japanese Yen 1 Year 10 Delta Put,12/10/20,9.927,9.1,9.514
JPY10P1Y=R,US Dollar/Japanese Yen 1 Year 10 Delta Put,12/11/20,10.174,9.103,9.639
JPY10P1Y=R,US Dollar/Japanese Yen 1 Year 10 Delta Put,12/14/20,10.018,8.944,9.481
